author,rating,sentiment_label,date,comment
Houssam Senhadji,5,positif,il y a un an,"Locaux de qualité, merci à Paul le chargé d’admission qui m’a fait une super visite du campus !"
Caroline Garand,5,positif,il y a un an,"Suite à une journée porte ouverte j’ai découvert Ynov, filières interessantes, équipe accueillante et dynamique.
Gros plus pour la filière informatique."
Maïssa Saad,5,positif,il y a 5 mois,"J’ai bien aimé.
C’était sympathique"
Sarti las,4,positif,il y a 6 ans,Bonne école avec de grosses ambitions !
Emma Cazanove,4,positif,il y a une semaine,Lieu très convivial et accueillant
Corentin HOFFMANN,5,positif,il y a 8 mois,"Super école, Très bon staff ! Je recommande"
Felix DUPUY,4,positif,il y a 5 mois,Bien
Maï lys,5,positif,il y a un an,"Excellent !
Les cours, l’organisation, les professeurs, l’administration et l’école tout est parfait"
Thomas GE,5,positif,il y a 3 ans,Très bonne école qui associe très bien sa formation au monde professionnelle ! Je recommande vivement !
Theo Conrad,5,positif,il y a un an,"Ecole au top, tres bon intervenant, la vie a l'école est tres agréable !!"
Ad Th,5,positif,il y a un an,Très bonne école avec une réelle qualité d’enseignement.
Antoine Capitain,5,positif,il y a 5 ans,"Très bon établissement

Nous pouvons très vite remarquer le suivis de l'administration et la volonté permanente d'améliorer la qualité de la formation

établissement très propre et souvent nettoyer

A proximité de plusieurs point d’intérêt TCL point de restauration résidence étudiente..."
pearl's Tatoo,5,positif,il y a un an,"Très bonne école je recommande, bon choix de formation et de suivis"
Esmeralda Minguy,5,positif,il y a 3 ans,"J'ai absolument rien à redire sur Ynov !. Les ydays sont vraiment un gros plus pour la montée en compétence !
Vous pouvez y aller sans hésiter ^^"
3rman imi,4,positif,il y a un an,Bonne école pédagogique très différente des autres écoles orienter sur l’autonomie
Abdelkader Hank,5,positif,il y a 9 mois,"Très bonne école.
Merci Amélie et Paul"
Alexx 67,5,positif,il y a un an,"En route pour le WEI, on verra bien ! Sinon superbe entente entre la filière et intervenant très professionnel"
Nihad LEMES,5,positif,il y a 10 mois,Accueil super agréable et le BIP avec Amélie était super intuitifs !
CubuKKraker,1,negatif,il y a 2 ans,Si vous faite l’erreur de donner votre mail ou votre numéro à cette école lors d’une journée porte ouverte il vont vous spam d’une manière abusive en vous appelant avec des numéros différents…
YTbenj,5,positif,il y a 8 mois,"Bonne école, ambiance sympathique et intervenant au top"
Maxence Picard,5,positif,il y a une semaine,Ça tue
Quentin Osmani,1,negatif,il y a 3 ans,"école qui n'a pas besoin de nous pour réagir, sur une classe 1 seul élève trouve dans le secteur souhaité. J'attend toujours mon diplôme.."
Fanny MEUNIER-RIVIERE,5,positif,il y a un an,"Super sympa, moment de partage et j’ai fait de superbes rencontres.
Génial !!"
Yassine Sghaier,5,positif,il y a 8 mois,Super école avec un bon suivie est un bonne accompagnement
M,5,positif,il y a 4 ans,"Pour les portes ouvertes c'est très sympa y'a pas mal de monde pour tout bien t'expliquer, répondre à tes questions, te faire un peu visiter..."
ELOISE ROCHE,5,positif,il y a un an,"Super cool, vraiment je viens de rentrer en B1 archi et c'est trip cool"
French Destiny,4,positif,il y a 3 ans,"Très bon cadre pour les cours, intervenants avec des grande connaissance. Par contre, manque d'organisation"
Anaelle,5,positif,il y a un an,Super ecole avec une bonne ambiance en Animation 3D et Jeu Vidéo !
S. Timour Sayfoutdinov,5,positif,il y a 8 mois,Super école ! Content de faire mon master
TITEUF STARS,5,positif,il y a une semaine,Très bon accueil😍 …
Benoit Topin,5,positif,il y a 2 ans,"Très bonne école, très bon accompagnement et très bonne vie d’étudiant grâce au BDE et au groupe d’ambassadeur"
Jeremy Dura,5,positif,il y a 8 mois,"Top, les cours de devops sont de très bonnes qualités"
Taali Zengue,5,positif,il y a une semaine,Nathan est le meilleur
Amandine Medza,5,positif,il y a un an,c’est trop bien l’ambiance est super cool vraiment j’adore
Zefied,5,positif,il y a un an,une formation plus générale sur les deux premières années qui permettent de découvrir les différents domaines proposés
nael mozer,5,positif,il y a 9 mois,"Matinée incroyable et tres informatif, Banger absolu !"
RAUD ALEXIANE,5,positif,il y a 3 ans,Une super école polyvalente qui nous donne de réelles clés pour entrer sur le marché professionnel !
Arcel Mach,5,positif,il y a 2 semaines,Meilleur école du monde
Surikat Studio,5,positif,il y a 8 mois,"Excellent école , intervenant extraordinaire! 😁 …"
Jason Bernard,5,positif,il y a 9 mois,Une journée découverte incroyable directement mis à l’aise
Olivier Pinoix,1,negatif,il y a 4 ans,"fuyez cette école, diplôme pas reconnus par l'état, ""profs"" d'un niveau déplorables, une administration perdue (d'ailleurs on l'a toujours pas retrouvée)"
alexandre artus,5,positif,il y a 2 ans,"Très bonne expérience ! Soirée au top merci ! Formation sympa, intervenants au top !"
Jade PARAIRE,5,positif,il y a un an,La meilleure école !! Avec Rémy the best !!!!! 🥳🤩 …
Coline Graël,5,positif,il y a 6 mois,j’adore
Gzedox,5,positif,il y a une semaine,Une super ambiance !!!
Laurie G - Evo Lud,5,positif,il y a 3 ans,Très bonne école. Diplomée en 2021… merci pour l’accompagnement.
Allan CASTEL,1,negatif,il y a 7 ans,"Personnel mal honnête, une escroquerie ! Fuyez, il y a des écoles publiques et/ou privées qui peuvent vous offrir beaucoup mieux."
Ferdinand Horn,5,positif,il y a 8 mois,J’adore venir dans cette super école
sara mouelhi,5,positif,il y a un an,accueil vraiment top merci elisa la charge des admissions
Siba Zitoula,4,positif,il y a 8 mois,"Au top, prof bien, bon planning"
Lallier Angelique,5,positif,il y a 2 ans,Mon fils a intégré le campus cette année. Très satisfaite.
Annaëlle Basson,5,positif,il y a 5 mois,Très agréable!
Matthéo Martinez,5,positif,il y a un an,Très bien
Ilkay Men,4,positif,il y a 8 mois,Des intervenants INCROYABLES (coup de coeur Karll)
Aymeric Simplot,5,positif,il y a un an,Super école gros cœur de la filière comm
Nicolas INVERNON,5,positif,il y a un an,"Excellent accueil, équipe agréable et professionnelle!"
Sofia Mrhizer,5,positif,il y a 5 mois,Très bonne expérience
Azra Atik,5,positif,il y a 5 mois,très cool.
Quentin Delannoy,5,positif,il y a 5 mois,Parfait
NETFLIX VOYAGE,5,positif,il y a un an,Sert de bon café
I.69z1,5,positif,il y a un an,Incroyable expérience à conseiller fortement
Mister MF,5,positif,il y a 5 mois,Parfait
Talyna Marcelin,5,positif,il y a un an,Ambiance trop cool
chouaib,5,positif,il y a 8 mois,Super école !!!
Melia Laïd-Azzi,5,positif,il y a 5 mois,Accueil accueillante
Rafaël Calabrese,4,positif,il y a un an,Top le café
Meldryck Saïd,4,positif,il y a 8 mois,Cool le campus
Client Sévère,2,negatif,il y a 4 ans,Prof de maths moyen.
Saber Bak,5,positif,il y a 2 ans,Très sympathique
Eric Deguilhaume,5,positif,il y a 4 ans,Sérieux efficace
Quentin Hujino,1,negatif,il y a 4 ans,Sans commentaire.
ilian Touazi,5,positif,il y a 8 minutes,J’adore cette école❤️
Sébastien VALETTE,5,positif,il y a une semaine,Super campus
Khereydine Rayani,5,positif,il y a 5 mois,Super
Sébastien,5,positif,il y a une semaine,Super Campus
Thibaud GUILAIN,5,positif,il y a un an,Cool
marion picandet,5,positif,il y a 2 ans,Haut
Chloé Terrenoire,5,positif,il y a un an,Super !
A.Oriane,4,positif,il y a une semaine,
Vassil Desplanques,5,positif,il y a une semaine,
Leo Marchal,5,positif,il y a 2 semaines,
Leonard Colin,5,positif,il y a un mois,
herve rodriguez,4,positif,il y a un mois,
Granola,1,negatif,il y a 4 mois,
Thibaud Barrand,1,negatif,il y a 4 mois,
Ge_Kyu_Me,5,positif,il y a 6 mois,
Sébastien BAEHR,5,positif,il y a 8 mois,
Robin Casanova,5,positif,il y a 10 mois,
Valentin Bisschop,5,positif,il y a 11 mois,
Romain ORTS,5,positif,il y a un an,
Yohan De coupigny,5,positif,il y a un an,
Mathéo Fama,5,positif,il y a un an,
Nino Gardan,5,positif,il y a un an,
Marine,5,positif,il y a un an,
lucie berlingard,5,positif,il y a un an,
Samia,5,positif,il y a un an,
Pierre YVART,5,positif,Modifié il y a un an,
thomas gaule,2,negatif,il y a un an,
Emma SIAUDEAU,5,positif,il y a un an,
Hugo Roumagne,5,positif,il y a un an,
Céline martinez,5,positif,il y a un an,
Lucas Martinez,5,positif,il y a un an,
Louison Marme,5,positif,il y a un an,
Lisa De Nicola,5,positif,il y a un an,
Lau,4,positif,il y a un an,
Epyi Contact,5,positif,il y a un an,
Frédéric Sitterlé,5,positif,il y a un an,
Victoria Ribeiro,5,positif,il y a un an,
Heidi SOUIBKI,5,positif,il y a un an,
Johan Bernicot,5,positif,il y a un an,
Aymeri Pansard,5,positif,il y a un an,
Paul Léger,5,positif,il y a un an,
Arthur Gaudillere,5,positif,il y a un an,
Ahmed Ben Arous,5,positif,il y a un an,
Kilian Moun,5,positif,il y a un an,
Selm. jg,5,positif,il y a un an,
Florelle Bonnefille,5,positif,il y a un an,
Lois Bonnet,5,positif,il y a un an,
Elsa,5,positif,il y a un an,
Loïse P,4,positif,il y a un an,
Loïs Andrieu,5,positif,il y a un an,
M S,1,negatif,il y a 2 ans,
Alexandre Noblet,4,positif,il y a 2 ans,
Axel Puglisi,5,positif,il y a 2 ans,
E Lallier,5,positif,il y a 2 ans,
Robin Devers,5,positif,il y a 2 ans,
myriam devers,5,positif,il y a 2 ans,
Eliott Guignabaudet,5,positif,il y a 2 ans,
Muvmã Festival,5,positif,il y a 2 ans,
Le Professeur,5,positif,il y a 2 ans,
Arthur Guillauma,5,positif,il y a 2 ans,
popsi LYON (“Popsiii.7”),5,positif,il y a 3 ans,
Mathieu Camps,5,positif,il y a 3 ans,
Rania de LOPEZ,5,positif,il y a 3 ans,
Anna Blanc,1,negatif,il y a 4 ans,
Victoire Cellier,5,positif,il y a 4 ans,
Baudouin Hibon,5,positif,il y a 4 ans,
Anthony Soap,5,positif,il y a 4 ans,
Simon Reocreux,5,positif,il y a 4 ans,
Ugo Rossi,4,positif,il y a 4 ans,
Victor Caetano,4,positif,il y a 4 ans,
Sabrina Azzouz,5,positif,il y a 5 ans,
Geoffrey Parrier,5,positif,il y a 5 ans,
Baptiste Gisbert,5,positif,il y a 5 ans,
Paul RAMPON,5,positif,il y a 5 ans,
Antoine Sorro,2,negatif,il y a 5 ans,
Tom Crétient,4,positif,il y a 5 ans,
Fayed Zidane,4,positif,il y a 6 ans,
Bérengère Siemon,5,positif,il y a 6 ans,
Anthony CHALLAMEL,5,positif,il y a 6 ans,
